,B9A064,O00391,O14791,O43866,O95445,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01034,P01042,P01591,P01593,P01599,P01615,P01619,P01700,P01701,P01764,P01766,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02533,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02679,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03951,P03952,P04003,P04004,P04070,P04114,P04196,P04217,P04264,P04406,P04433,P05090,P05106,P05154,P05155,P05156,P05452,P05546,P06312,P06396,P06702,P06727,P06733,P07225,P07357,P07358,P07360,P07737,P07996,P08514,P08519,P08603,P08697,P08709,P09871,P0C0L4,P0C0L5,P0DJI8,P0DOY2,P0DOY3,P10643,P10720,P10909,P11142,P11226,P12259,P12814,P13645,P13671,P14618,P15169,P17936,P18065,P18206,P18428,P19652,P19823,P19827,P20851,P22352,P22891,P23142,P23528,P25311,P27169,P27918,P35443,P35527,P35542,P35579,P35858,P35908,P36955,P39039,P43652,P48740,P49747,P49908,P55056,P60709,P61224,P62937,P63104,P67936,P68366,P68871,P69905,P80748,P81605,Q03591,Q04756,Q06033,Q13103,Q13201,Q13790,Q14520,Q14624,Q5TB80,Q6Q788,Q86UX7,Q92954,Q96IY4,Q96PD5,Q9BXR6,Q9UGM5,Q9UK55,Q9Y490
P06733,-0.034154914,0.7011153,0.112268865,0.22038351,0.18746589,0.2170432,-0.04872925,0.583511,0.21376424,0.032648243,-0.015711732,-0.050029308,0.32441148,0.13839662,0.29216325,0.19560312,-0.0778527,-0.13414164,-0.06191194,0.0030731934,0.017489102,0.021003157,0.5272603,0.23146021,-0.019562388,0.109965414,-0.054556977,0.019729681,0.3192125,-0.04182989,0.120435335,0.6434348,0.035772134,0.107090764,-0.13324165,-0.09931082,0.057307698,0.10228584,0.05881654,0.031742357,0.12255758,-0.08460343,-0.1647651,-0.08782445,-0.10983631,-0.034482438,-0.057076205,-0.14299086,-0.08205435,-0.12371155,-0.109241135,0.090580426,0.06231347,0.005652951,0.10447682,0.2440206,0.42491934,0.16138643,0.49411738,0.029141549,-0.06793776,0.040935047,-0.081466384,-0.12460041,-0.04859713,0.055367764,0.10828417,0.054062553,-0.01585789,0.44068256,0.036912862,-0.073613316,0.18867128,-0.027796408,-0.07399437,-0.07265594,0.20932662,-0.04244994,-0.024845276,0.24883586,0.45518884,0.051178534,0.15580858,0.41521224,-0.0007883401,0.30313626,0.2761048,0.4554046,-0.038595155,-0.031179463,0.6009137,-0.043420866,-0.030648991,1.0,-0.030269956,0.70539445,0.29485002,0.43019468,0.16626902,0.5481463,0.37226084,0.39787915,0.51609224,0.06123907,-0.013160972,0.41613647,0.079278864,-0.020370707,-0.095799305,0.075048886,-0.12936178,0.6373315,-0.05381384,-0.04248853,0.32814443,-0.020261591,0.43934268,0.5284011,-0.07004677,0.4694403,0.38340223,0.023883218,0.15635607,0.20767991,0.36034667,0.16625486,0.028341439,-0.06087846,-0.049302377,0.054753743,0.0063409023,0.014741463,0.49012366,0.59785354,0.65991944,0.19500078,0.030544078,0.27386832,-0.07860665,-0.0488677,0.49389914,0.41309375,-0.035301637,0.60744494,-0.07529994,0.07733393,0.14126311,0.6097513,0.2842767,-0.06988214,0.21396439,0.26001877,0.45101455,0.30946168,0.14048876,0.27284527,-0.057097316,-0.052061163,0.20963775,0.23929937,0.045046687,0.2404847,-0.09263764,0.15817766,0.76054215,0.029680248,0.033373054,0.13330111,-0.08830496,0.054402284,0.22538994,0.23975398,0.1361248,0.07393391,0.4626011,-0.036059536,0.35752058,0.28639293
P07225,0.10048291,-0.010094872,-0.046435576,0.25150517,-0.001700138,-0.035742093,0.65674424,-0.011554568,-0.029381668,0.0619073,0.86263436,0.8755505,-0.039967127,-0.049464844,0.062177684,-0.04766142,0.14311211,0.081460506,-0.07540913,-0.047034882,-0.07930183,-0.027186379,-0.0031913482,-0.05773191,-0.0037765824,0.13731143,-0.03631112,-0.026964968,-0.018800555,-0.046281707,-0.027160132,0.013131886,0.04815429,-0.016656313,-0.04784373,-0.052787308,-0.0007980363,-0.023097225,0.22355542,0.047373787,0.06629729,0.007994876,-0.14207329,0.1146428,-0.01944372,0.0008048709,0.023774263,-0.07811782,-0.07537031,-0.0684354,-0.08659151,0.11270948,0.437928,-0.06422879,-0.07239343,-0.056543153,0.05545083,-0.060176264,-0.026205242,-0.0676695,0.10551002,-0.026137223,-0.085743554,0.12742019,-0.17010263,-0.038429655,-0.01617278,0.07399187,-0.062360045,0.029201724,-0.06598407,-0.018303672,-0.06481926,0.87873924,0.12070649,0.49614525,-0.0642213,0.005827741,-0.04700679,-0.04911006,-0.01763351,0.0048137046,-0.00141001,-0.029839909,-0.07723875,0.03957621,-0.039116055,-0.043978546,0.041459393,-0.020084336,-0.07335633,-0.0135497395,-0.061907228,-0.030269956,1.0,0.014815208,-0.015178285,0.01459124,-0.016979478,-0.0487588,-0.032408714,0.0039374335,0.0017520473,0.09855658,0.5990854,-0.006623846,0.26980302,0.053740606,-0.036098544,0.00897247,0.13314481,-0.022953529,0.28969836,-0.048608724,-0.035427675,-0.045457266,0.001861039,-0.031692974,-0.060026243,-0.014309401,0.069610044,-0.03424051,-0.009311025,-0.058971472,-0.028409667,-0.010409745,-0.028111566,0.051592715,0.074274905,0.495669,-0.0084120305,0.72074604,-0.014490743,0.003227465,-0.007898193,0.047264487,0.05048838,0.14409158,-0.039818976,-0.081216134,-0.014906461,-0.022305552,-0.058385756,-0.023421247,-0.06499712,-0.060927887,-0.03193071,0.09300554,0.0021498932,-0.04940643,-0.06098672,-0.0045974785,-0.029287001,-0.03278356,0.03254425,-0.0044383267,-0.058691654,-0.06586664,-0.01119848,-0.030284086,-0.056397296,-0.04370671,0.09310581,0.4088632,0.006650243,0.0060643125,0.1074523,-0.07632692,0.027160518,-0.017916648,0.040891644,-0.024346868,-0.018077414,-0.048845563,0.019358872,-0.048972405,0.13609082,0.0020126388
P07357,0.02225753,0.7947678,0.1358057,0.28573635,0.32543173,0.08607475,-0.0444164,0.7160469,0.1412639,0.09132314,0.0070049167,-0.053250805,0.32579243,0.14928572,0.3736631,0.36289445,-0.10056115,-0.091512136,-0.07872638,0.025042215,0.004802985,0.12818342,0.6475646,0.25283465,0.0016496471,0.14259887,-0.034449372,0.05978451,0.3993661,0.020705512,0.22013694,0.8227832,0.11254149,0.19626491,-0.06832645,-0.050389346,0.19667494,0.21984445,0.109922394,0.057029255,0.17570138,-0.03799126,-0.13049543,-0.096314594,-0.084000915,0.0029152322,-0.02992615,-0.11825524,-0.07023228,-0.10569874,-0.109535515,0.11735473,0.09293578,-0.02215349,0.091605864,0.28865564,0.5326567,0.2582533,0.65757996,0.09852852,-0.043428924,0.073982954,-0.112646766,-0.13283628,-0.025842685,0.029887097,0.12924837,0.07000945,-0.009760569,0.6030535,0.14811385,-0.05846013,0.24844192,0.02614856,-0.10986198,-0.04532443,0.35277316,0.00032999567,0.00087558455,0.18934008,0.08336768,0.12266146,0.3393897,0.10316222,-0.084033236,0.47084174,0.26561743,0.41902626,0.03244789,0.050473362,0.56521374,-0.054008476,0.014808716,0.70539445,0.014815208,1.0,0.629962,0.5998131,-0.015788486,0.27897513,0.075813755,0.52485037,0.68661237,0.07865235,-0.02568951,0.5434201,0.16499285,0.052970156,-0.09046742,0.17621383,-0.13311046,0.6330851,-0.055272162,-0.049783602,0.16359127,-0.025694879,0.48616293,0.25487632,-0.07872719,0.55645686,0.30003417,-0.0073185847,0.18243733,0.014597731,0.050290097,0.21173346,0.22911267,0.016718622,0.017999342,0.11713096,0.039933123,-0.004679255,0.60624915,0.23842086,0.81964815,0.3424051,0.07044868,0.33476055,-0.061531663,-0.01677611,0.2060363,0.66770256,-0.074461065,0.7851885,-0.07505381,0.2690636,0.13321733,0.8337989,0.3319813,-0.069563724,-0.07309868,0.020039767,0.13632931,0.04078071,0.0768966,0.27923498,-0.06952714,-0.08656923,0.29586512,0.31139705,0.11065004,0.26631156,-0.0969609,0.15013443,0.8002296,0.08862726,0.028354792,0.17865582,-0.031002948,0.039862268,0.1642083,0.28303716,0.19089359,0.29954228,0.60944307,-0.06431131,0.38277248,-0.057448145
P07358,0.0290297,0.51796603,0.08978173,0.112661056,0.31428593,0.015414175,-0.10751589,0.3075774,0.14232422,0.039977957,-0.038764082,-0.0742364,0.2786126,0.0932177,0.37157255,0.43448827,-0.118932,-0.06506763,-0.08627705,0.027422434,-0.071648926,0.18443151,0.47081345,0.17498185,-0.017301826,0.022890942,0.02056629,0.02082436,0.31179592,0.13959172,0.15158026,0.5773161,0.12414098,0.1402454,0.055502404,0.07727055,0.20767817,0.28649566,0.018933153,0.14147905,0.14648734,0.01150094,-0.14095688,-0.10666848,-0.12362769,0.0032422955,-0.0075698104,0.049682762,0.04252479,0.022439243,0.034721058,0.06396617,0.022587957,-0.02839918,0.04714232,0.20323406,0.4508065,0.22159699,0.52992535,0.20875992,-0.024442026,0.030439159,-0.10116801,-0.08344776,0.056524985,0.07556514,0.0439639,0.09144622,0.011589588,0.36250335,0.29115093,-0.052480176,0.18431151,-0.0053034136,-0.10074378,-0.057917863,0.34844095,0.036532562,0.029413108,0.055673677,-0.032194026,0.24222066,0.31894517,0.01536886,-0.012888149,0.35585752,0.20590901,0.16677678,0.12660299,0.216105,0.31080094,0.0243685,0.03250607,0.29485002,-0.015178285,0.629962,1.0,0.54571426,-0.023229,0.071296185,0.00836156,0.4081603,0.40262625,0.09808286,-0.04049274,0.3157159,0.18927985,0.11774598,-0.10004481,0.2477393,-0.14273791,0.34796038,-0.08998467,-0.06550657,0.11272374,-0.04264114,0.30491802,0.13604349,-0.072041094,0.58207816,0.2079849,0.06909612,0.18110177,-0.0024070956,0.009101423,0.14636342,0.34008992,0.11307466,0.15775451,0.04859523,0.11527538,-0.02576403,0.31537405,0.10436874,0.5949942,0.30262908,0.120990686,0.23959161,-0.05334908,0.014948606,0.019414984,0.5456461,-0.076233394,0.5605088,-0.080242366,0.4098574,0.028926777,0.47648704,0.24248052,-0.058481,-0.086489215,0.0028011918,0.049804717,0.018966923,0.04859076,0.21627362,-0.077745534,-0.08661702,0.14334126,0.17858031,0.18845032,0.18607977,-0.09184,0.0424318,0.41248497,0.0631916,-0.0076011345,0.06973126,0.084680855,0.045272253,0.06942081,0.17509326,0.22622141,0.47463098,0.45903155,-0.0630181,0.24673745,-0.06776227
P07360,0.056703866,0.4284916,0.063085884,0.14790164,0.23847139,0.032277897,-0.049609393,0.4000517,0.17392272,0.06194826,-0.0073206127,-0.066984124,0.1439013,0.10877698,0.21666835,0.321603,-0.10879627,-0.07066021,-0.07388337,0.028172323,-0.055719014,0.24404763,0.45914993,0.11640107,-0.03570393,0.097276926,-0.0058516003,0.032737944,0.23520613,0.35841185,0.112332545,0.45964333,0.10150834,0.17568795,0.058888752,0.0705025,0.2622882,0.123237185,0.07272956,0.044429835,0.116794676,0.07843776,-0.12085961,-0.08856409,-0.08368898,0.032967772,0.066803105,-0.0008710029,-0.005800061,-0.02124033,-0.011381226,0.094425686,0.023804016,0.0056007355,0.06979318,0.20271377,0.44765857,0.19526108,0.36089173,0.16341385,-0.009185338,0.02858576,-0.10644706,-0.088957466,0.0040144566,0.05830032,0.13510318,0.08194044,0.002201292,0.3124588,0.20231071,-0.07641169,0.11486727,0.027370622,-0.03593044,-0.047921263,0.21103318,-0.033593904,0.059560068,0.17701541,0.10468085,0.18987532,0.2764187,0.06524296,-0.1085586,0.2677386,0.16539012,0.22616152,0.117299125,0.07528789,0.3214546,-0.05081171,0.03088554,0.43019468,0.01459124,0.5998131,0.54571426,1.0,0.053293914,0.12522328,0.051941972,0.31814367,0.4338691,0.020403286,-0.035679348,0.3714006,0.08573399,0.10045646,-0.08006354,0.30873466,-0.12667441,0.48743126,-0.08130988,-0.047922865,0.19059962,-0.04043858,0.24380484,0.14737108,-0.008895035,0.47351152,0.32649535,-0.008046694,0.086495,-0.045264702,0.035206437,0.1563346,0.31246406,0.030227337,0.0862186,0.113803685,0.1470091,0.017215453,0.3476496,0.17188004,0.50079876,0.23378639,0.20542116,0.24898128,0.03250382,-0.027302157,0.12764823,0.4149282,-0.015732024,0.5754647,-0.07644683,0.31608316,0.06592127,0.51612896,0.18337677,-0.06671762,0.00022151647,0.057468615,0.19424975,0.028826559,0.1528151,0.17062801,-0.070205666,-0.07904403,0.15736781,0.18404344,0.10062515,0.1356061,0.002478593,0.1586283,0.4664752,0.0713831,0.04188961,0.060189947,0.09265472,0.006775804,0.1514175,0.12747607,0.27425948,0.32911327,0.337667,-0.055372357,0.27649224,-0.01550226
P07737,-0.12599629,-0.051702823,-0.033083577,-0.07839723,0.3200413,0.06183178,-0.08911919,-0.064799756,0.14392413,-0.040606648,-0.013456417,-0.055985,-0.009471028,-0.022746548,-0.04243427,0.030445538,-0.08819808,-0.09001223,-0.004324083,0.007899986,-0.06872714,0.0004606109,0.029957203,0.124153085,-0.10007023,-0.071220614,0.01795738,-0.017993446,-0.035472713,-0.025720263,-0.0145378895,-0.025578883,0.15094545,-0.0970065,-0.063720316,-0.004062133,-0.11066556,-0.060589265,-0.087053485,-0.03516173,-0.07385605,0.16947123,-0.085642636,-0.07669447,-0.057461962,0.45476022,0.15575089,0.020706505,-0.05465229,-0.054298863,-0.043555375,0.2091595,-0.08036629,-0.011198,-0.004886504,-0.022844357,0.06200366,-0.05482899,-0.049520116,0.08168398,-0.022730062,0.0067804656,0.02003023,0.07357465,-0.0039948286,0.06119561,0.34625235,0.117561005,0.024862472,-0.060571168,0.06024741,-0.0798071,-0.08769429,-0.011778143,-0.010935008,-0.0063875755,-0.065405495,-0.08044846,0.03901678,0.11125527,0.3361538,-0.040366396,0.07596485,0.4309591,-0.028450454,-0.10190163,-0.0057159043,-0.017167155,0.0678141,-0.023250502,-0.031025706,-0.010857931,-0.0058295676,0.16626902,-0.016979478,-0.015788486,-0.023229,0.053293914,1.0,0.15409406,0.45370314,0.007965089,-0.07551341,-0.04684472,-0.045252543,-0.08923679,-0.12999281,-0.0034920613,0.025900144,0.042207386,-0.09117433,0.0220456,-0.053987075,-0.0262198,0.2993933,-0.044102106,-0.029554883,0.4469234,0.07864277,0.03045455,0.23387194,-0.01889904,-0.031625275,-0.023352152,0.46388265,-0.0062633925,-0.024925936,-0.029507523,-0.033837583,0.14345673,0.031415015,-0.025564233,-0.0606775,0.43086675,-0.036250357,-0.00922863,0.07295872,0.16760166,0.2313364,-0.061517797,0.44102067,-0.059819948,0.12956937,-0.071063496,-0.05271287,0.029061425,-0.03783655,0.06433228,0.02834882,0.07248202,0.44062877,0.5041218,0.23889957,0.515745,0.3984946,0.34217367,0.06210114,0.12018011,0.19174041,0.24912348,-0.085126944,-0.0042234957,0.025093226,0.030355904,-0.028684594,0.014919603,-0.010538126,-0.059104342,-0.0529599,-0.02573467,0.20993885,-0.083088085,-0.05348269,-0.04426543,-0.05222609,0.011985024,0.11332216,0.44728604
P07996,-0.0866758,0.38232678,0.002901864,0.16109361,0.03126296,0.243841,-0.036745846,0.27393654,0.15408948,-0.054040972,-0.039649528,-0.055941474,0.12007133,0.07745905,0.1733207,0.23317213,-0.049952492,-0.122041054,-0.022867754,0.10396401,0.053248614,0.036898497,0.3791038,0.07493092,-0.045565855,0.07744209,-0.054118767,-0.017519074,0.1267733,-0.061747644,0.031242855,0.2927899,-0.03558536,-0.010367521,-0.120509274,-0.060003024,-0.04362855,0.0017299528,0.05797434,-0.014384572,-0.0020938339,-0.06768322,-0.09293856,-0.06064208,-0.13831855,-0.038489662,-0.096482776,-0.15276195,-0.07282768,-0.10998291,-0.081224024,0.070279084,0.020381117,-0.013391076,0.05287158,0.12876382,0.41957518,0.107963435,0.24378482,-0.031351533,-0.04891568,-0.03405052,-0.061552275,-0.09975039,0.012888083,0.033032123,0.06783488,0.05871496,-0.021664608,0.19182143,0.037786268,-0.07897812,0.052894313,-0.050149117,-0.07333499,-0.05966113,0.070436224,-0.04397166,-0.07111356,0.13386251,0.48006892,0.008975917,0.01305811,0.5058426,0.07052892,0.12336731,0.37580594,0.42055318,-0.072589986,-0.05367047,0.42960855,-0.04937463,-0.09588529,0.5481463,-0.0487588,0.27897513,0.071296185,0.12522328,0.15409406,1.0,0.48224595,0.15820317,0.28960815,0.034642007,-0.04919944,0.21869443,0.039325666,-7.242183e-05,-0.059647355,-0.031546015,-0.12260049,0.28084415,-0.064253554,-0.05347761,0.20968874,-0.01016134,0.26766428,0.4980508,-0.084188774,0.10686335,0.10864884,-0.0012120737,0.09216614,0.297878,0.4587998,0.057821758,-0.04129242,-0.044037715,-0.045678113,-0.023274697,-0.010842219,0.02782216,0.2310303,0.56419206,0.25552148,0.02904067,0.026588954,0.17006132,-0.04256145,-0.09241824,0.5207848,0.14517619,0.013799331,0.24228929,-0.07947562,-0.028378688,0.09710639,0.26336762,0.11358513,-0.10730132,0.35455456,0.4127827,0.3807518,0.41908383,0.18919134,0.1653459,0.020940894,0.09779375,0.069770284,0.06649791,0.044105366,0.0810639,-0.04626845,0.03446197,0.3549685,-0.036305197,-0.011487556,0.014281579,-0.055479575,0.015895735,0.18975423,0.09282517,0.03596882,-0.008170747,0.23141475,-0.038384505,0.11249677,0.50311494
P08514,-0.069280066,0.0507333,-0.003899722,-0.0030107794,0.030284964,0.07667832,-0.06812755,0.04006405,0.4385783,-0.017933702,-0.025935747,-0.04209906,-0.016447993,-0.0012010641,-0.0045319223,-0.02194991,-0.06498221,-0.017690634,-0.052697588,-0.025223559,-0.045727357,-0.035049394,0.06853782,-0.01606261,-0.05339431,-0.013357452,-0.019799488,-0.004602998,0.024648977,-0.022765996,0.009189486,0.07538017,0.0009034757,-0.022295931,0.035508785,0.10655565,-0.031224292,-0.011326854,0.08556011,0.065754846,-0.0024893167,0.055156104,-0.012215593,-0.053655155,-0.08245654,0.023804277,0.011741226,-0.04927583,0.0023441953,-0.0046118,0.030236017,0.020900384,-0.034613375,-0.028151171,-0.019812433,0.001982386,0.112238124,0.0015920578,0.031082422,-0.048572592,-0.05349093,-0.025843766,-0.06822594,-0.057919834,0.016619038,-0.06619806,0.04768142,0.016431194,0.04743693,0.03541238,0.09018124,-0.052902374,-0.029750943,-0.020039707,-0.027619116,-0.02781442,-0.007964131,-0.019891782,-0.052457612,0.26463053,0.6636114,-0.01788614,0.04759755,0.9732436,-0.070348404,-0.018069034,-0.019824848,0.0088742655,-0.030158935,-0.019365415,0.07034132,-0.028905207,0.035400204,0.37226084,-0.032408714,0.075813755,0.00836156,0.051941972,0.45370314,0.48224595,1.0,0.05155082,-0.0075011933,-0.05749394,-0.031244123,0.018231748,-0.06436905,-0.00074495934,-0.03830851,0.13084249,-0.059320476,0.053781062,-0.052058004,-0.0025403702,0.033134986,-0.027715966,0.045547657,0.8529564,0.04790015,0.021651901,0.06537998,-0.04627726,-0.0193752,-0.04900686,0.96549404,0.0024322143,-0.018976932,-0.037653983,-0.042073518,0.0049947086,-0.024486244,-0.027191646,0.045981355,0.50934553,0.062696,0.0019999954,0.04367733,0.033727597,0.18766472,-0.044018697,0.9089689,0.016825626,0.21279585,0.038463328,-0.03868001,-0.0066761537,-0.005775902,0.071797684,-0.0017529441,-0.050132707,0.7433415,0.8720436,0.016308835,0.83473307,0.47356272,0.033706058,-0.03519185,-0.037338633,0.037053958,0.04264431,-0.03929095,0.00054845924,-0.03352016,0.03459773,0.093038514,0.017551439,-0.014470167,-0.05416781,-0.04844779,-0.0127434,0.13128085,-0.013681074,-0.04485498,-0.0105716055,0.019095534,-0.034180593,0.034774683,0.92227584
P08519,0.008149348,0.46422815,0.09359548,0.16287905,0.23257867,0.04192284,-0.030595865,0.35291836,0.06873603,0.038749967,-0.0055683833,-0.04355898,0.117448896,0.0739177,0.23317574,0.23480143,-0.07733235,-0.09277345,-0.061407935,-0.0058064987,-0.012977607,0.14583267,0.42231756,0.18230814,0.11152095,0.08879458,-0.039562024,0.03377625,0.23776233,-0.011420555,0.13165274,0.62655336,0.07780172,0.12538098,-0.10172531,-0.10360491,0.09163897,0.13000657,0.1542209,0.026751235,0.15650664,0.002304561,-0.12738134,0.042837385,-0.07724182,-0.0076141893,0.014494709,-0.08638442,-0.051538542,-0.097732455,-0.094954446,0.09450122,0.05601096,-0.004214525,0.06046936,0.19595964,0.3253369,0.102039486,0.46168077,-0.007134068,-0.03757259,0.038019452,-0.092607215,-0.10800362,-0.016670372,-0.046391644,0.0720955,0.08543801,-0.0374404,0.38384277,0.002705014,0.25003478,0.17224468,0.0011442866,-0.047170263,-0.04415815,0.6724631,0.1725138,-0.012515246,0.25285769,0.15572631,0.08602057,0.22003366,0.055408794,-0.06326088,0.24111675,0.15806085,0.20612258,-0.0252302,0.0042044893,0.2938511,-0.036527384,0.052783106,0.39787915,0.0039374335,0.52485037,0.4081603,0.31814367,0.007965089,0.15820317,0.05155082,1.0,0.35885423,0.038625516,-0.022049824,0.2816388,0.112104125,0.023360373,-0.06351533,0.07102856,-0.09599591,0.35678193,-0.042168327,-0.036952432,0.14646041,-0.020118361,0.38831246,0.17739761,0.072268456,0.3938051,0.26822683,0.009830354,0.109370716,-0.007766187,0.036369782,0.13035518,0.056142576,-0.017477572,-0.0026646086,0.08314403,0.009411747,0.0035552012,0.35324904,0.17879848,0.560541,0.26192215,0.121296294,0.23615506,-0.0091606835,-0.004501926,0.08421573,0.41437516,0.055779036,0.38517335,-0.05453981,0.080393314,0.07824702,0.4840505,0.19671817,-0.045986194,-0.00025533253,0.0221342,0.10717613,0.03683772,0.07790478,0.3287873,-0.052337904,-0.063187614,0.18921131,0.21081151,0.046912238,0.17136917,-0.058022127,0.12534241,0.5229912,0.09670727,0.038728237,0.073900975,-0.08804387,0.006766869,0.0792678,0.18573885,0.11335065,0.09997699,0.4610877,-0.046565834,0.2369296,-0.035706304
P08603,0.076446675,0.6145757,0.049942162,0.3154599,0.24576035,0.088339895,-0.048546653,0.71490324,0.14851932,0.09255054,-0.05631691,-0.08626682,0.3394107,0.118053354,0.26633248,0.3601102,-0.04697613,-0.12893088,-0.06868204,0.0033263157,-0.018227523,0.13100687,0.47577578,0.27834746,0.099286005,0.20000273,-0.02484527,0.04032815,0.3514681,0.046816207,0.19665535,0.5898671,0.10070116,0.16908093,-0.0043284562,-0.016613232,0.3130475,0.18072297,0.14098412,0.08554362,0.193914,-0.02765603,0.03446814,-0.14608917,0.0030541746,0.027233962,-0.11485939,-0.12591954,-0.09883525,-0.16035745,-0.14894794,0.08560608,0.08811063,-0.051883996,0.044772223,0.23115891,0.4600501,0.64163005,0.51195335,0.10689652,-0.029472172,0.050287146,-0.06770154,-0.121770225,-0.06591653,0.116646454,0.15191935,0.022912258,0.009189073,0.41971353,0.19101503,-0.016931614,0.24492441,0.08080403,-0.10643384,-0.11188856,0.18053441,-0.012881926,0.0059836507,0.14948584,0.062424935,0.12612319,0.3070588,0.024369419,0.030579487,0.66358036,0.3725669,0.49737334,-0.064451054,0.017696287,0.5627788,-0.07524786,-0.015789375,0.51609224,0.0017520473,0.68661237,0.40262625,0.4338691,-0.07551341,0.28960815,-0.0075011933,0.35885423,1.0,0.06499,-0.06788317,0.6053693,0.20931357,-0.012661983,0.034300823,0.24170785,-0.09617965,0.5369762,-0.053797793,-0.061028954,0.093483545,-0.034709264,0.39242965,0.12925018,-0.08636712,0.39478955,0.16083714,0.035199903,0.16454723,0.1600433,-0.026350548,0.3255713,0.22477186,-0.06167886,-0.025171285,0.11481169,0.07740144,-0.041831847,0.51549304,0.17442499,0.57574004,0.3300795,0.092700906,0.27143106,-0.10730325,-0.048900746,0.080144875,0.48949525,-0.09509137,0.5943561,-0.113641694,0.113340266,0.10963681,0.6002783,0.24950135,-0.051364124,-0.12187792,-0.060696904,0.17242867,-0.027416049,-0.03927132,0.17581943,-0.08138275,-0.06243345,0.28824496,0.18373898,0.25003594,0.20911434,-0.106591724,0.040037096,0.5727551,0.05911714,-0.029762466,0.42078513,-0.049143307,-0.0033141894,0.07948301,0.31092638,0.13813552,0.13754538,0.49464718,-0.041443937,0.22430289,-0.084767185
P08697,0.14859407,0.14304101,-0.03495487,0.1368681,0.012162179,-0.003383367,0.18796095,0.0284786,0.03305643,0.17549983,0.13614719,0.13262597,0.21461736,0.0038217418,0.1868129,0.10652228,0.13570356,0.41059065,0.08505666,0.06860001,0.06494211,-0.049437944,0.021020582,0.12297221,0.069185324,0.08235996,-0.03869489,-0.04328359,0.08213726,-0.060266428,-0.01639985,0.08667743,0.10221727,0.023453083,-0.038583957,-0.059427008,-0.009090993,-0.034970615,0.07927456,0.102602005,0.12461644,-0.058000803,-0.063595675,0.021868078,-0.04342131,-0.019766739,-0.08663142,-0.13666032,-0.121892914,-0.15479845,-0.1489404,0.29072866,0.044720728,-0.092150904,-0.085464254,-0.035473228,-0.007990699,0.061304294,0.024516271,0.1412741,0.34646788,0.13257344,0.04524261,0.28357098,-0.019851388,0.17754923,-0.009419541,0.025426608,0.06739035,0.100324325,0.10929268,0.06647429,0.10572251,0.07918791,0.13639054,0.093648694,-0.05321983,0.03198419,0.09424736,-0.07140601,-0.0027893977,0.038181305,0.006249364,-0.0413555,0.14861284,0.183221,0.021434542,0.085803196,0.14877185,0.018243503,0.11906746,0.043064337,-0.08499517,0.06123907,0.09855658,0.07865235,0.09808286,0.020403286,-0.04684472,0.034642007,-0.05749394,0.038625516,0.06499,1.0,0.0745694,0.008475733,0.2127596,-0.09065295,-0.04415948,-0.027609535,0.15519793,0.1126283,0.13332827,-0.06036831,0.14933817,-0.05982122,0.098255366,-0.029978031,-0.0975847,0.038980804,0.05723941,0.0687465,0.078779586,0.12511545,-0.061481334,0.030120375,0.06172162,0.22609684,0.2646897,-0.009014883,0.029913813,0.103839815,0.02367295,0.008213276,0.14879334,-0.022774026,-0.008479562,0.19221126,-0.110001296,-0.030372476,-0.0452666,0.06567009,-0.118453965,0.0627383,-0.09265455,0.15699862,-0.023466682,0.12850633,0.087882996,-0.00032345467,-0.037368894,-0.06486107,0.057719566,-0.051678136,-0.06854245,0.055667236,-0.071956046,-0.047292914,0.062144987,0.048218764,0.094235316,0.08036772,0.2504354,0.48383185,0.089789085,0.032477908,0.6618395,0.14723054,0.0028449635,0.005536596,0.037005775,0.10697823,0.122134306,0.09846513,0.15207615,0.0016157886,0.0585451,-0.05808593
